chw_id,parent_id,with_errors,total_assessments,percent_without_errors
3f0fce86e571a1275c338749fbd23e83,fc9f1944-d59d-4a20-bafa-e6fb7b50255a,4,12,66.67
db91e797f2ce030419456e90ab77d5dd,fc9f1944-d59d-4a20-bafa-e6fb7b50255a,22,28,21.43
fda753c1c37ef32fba0138a4c7bfb3ee,fc9f1944-d59d-4a20-bafa-e6fb7b50255a,27,39,30.77
0dc7bb12-2812-4b0e-812a-541a49d49aab,fc9f1944-d59d-4a20-bafa-e6fb7b50255a,20,45,55.56
809c2b8b-a145-408b-8472-c913ccaa9b97,fc9f1944-d59d-4a20-bafa-e6fb7b50255a,21,25,16.00
fda753c1c37ef32fba0138a4c794390a,fc9f1944-d59d-4a20-bafa-e6fb7b50255a,42,82,48.78
3f0fce86e571a1275c338749fb1c04a7,fc9f1944-d59d-4a20-bafa-e6fb7b50255a,2,5,60.00
ef59aeb1-0fec-41bd-88cb-8cf9216d405a,49f16e9e-d1af-49d5-8352-5e0086e8c164,197,270,27.04
fda753c1c37ef32fba0138a4c7c2654d,fc9f1944-d59d-4a20-bafa-e6fb7b50255a,42,75,44.00
340f3bd5-7ba4-4036-b311-64887f18cb1e,e02fa51a-96a3-426f-900c-22b27185028d,138,367,62.40
52289705-49b6-40bc-9a3a-4dd0c946ecd5,fc9f1944-d59d-4a20-bafa-e6fb7b50255a,2,25,92.00
db91e797f2ce030419456e90ab78ca79,fc9f1944-d59d-4a20-bafa-e6fb7b50255a,52,79,34.18
fda753c1c37ef32fba0138a4c7c165dd,fc9f1944-d59d-4a20-bafa-e6fb7b50255a,36,58,37.93
090bf1df-c359-4f1b-aa2c-c72cbe0c6847,97098475271077c8491974685dd1a95a,123,124,0.81
e4fe5803-e31a-4304-ab1f-e66b653d5ed0,8280be31-41cd-432f-950c-9a54a6f794b6,183,220,16.82
db91e797f2ce030419456e90ab76e901,fc9f1944-d59d-4a20-bafa-e6fb7b50255a,5,9,44.44
fda753c1c37ef32fba0138a4c7c1ccf6,fc9f1944-d59d-4a20-bafa-e6fb7b50255a,36,48,25.00
fda753c1c37ef32fba0138a4c7c40565,fc9f1944-d59d-4a20-bafa-e6fb7b50255a,2,19,89.47
06f76878-0115-4ba5-8d3a-3d5a6e5fc1f3,6a784fc0-b465-48f0-a137-baa729109fc2,138,164,15.85
6301b05c-e4c8-4031-88cd-89b24e4fc7f1,176568e3-5d44-4c13-ad2d-89d8f35df41c,63,70,10.00
892f6f6d-8ba1-4f94-9eaa-2612535f6b92,fc9f1944-d59d-4a20-bafa-e6fb7b50255a,29,40,27.50
889e7904-64b5-4832-93a7-2626048944ac,39ca03e5-0ce0-4bc4-a301-35189c35da8d,93,109,14.68
1e518096-82b2-41df-a24a-e0c8ad7ea375,a1c0a342-35c2-49d8-9342-bfdf6568a3b4,114,251,54.58
29971658-99df-41c5-9577-748d8069742d,fc9f1944-d59d-4a20-bafa-e6fb7b50255a,10,17,41.18
939c594b-eca5-4549-bd12-076c0435a94b,3d2d7ee1f34a416f6bc94ada35aa4afa,115,341,66.28
fda753c1c37ef32fba0138a4c7c345bc,fc9f1944-d59d-4a20-bafa-e6fb7b50255a,6,15,60.00
78017779-c72e-4d80-bd77-eed1e6370396,fc9f1944-d59d-4a20-bafa-e6fb7b50255a,14,23,39.13
b517ae2b-7a2a-49f4-b0b4-7e30430c75f9,fc9f1944-d59d-4a20-bafa-e6fb7b50255a,20,38,47.37
fda753c1c37ef32fba0138a4c793f100,fc9f1944-d59d-4a20-bafa-e6fb7b50255a,11,19,42.11
fda753c1c37ef32fba0138a4c7c51c90,fc9f1944-d59d-4a20-bafa-e6fb7b50255a,55,66,16.67
6dae3ef1-a617-4a3c-8c42-fa7b744bb16c,3d2d7ee1f34a416f6bc94ada35af7816,394,646,39.01
909f8f9d-f636-463f-b6c6-07c8c561e63c,74a7f78eef4f8baa9de4e11cd2a4c032,179,204,12.25
fda753c1c37ef32fba0138a4c79448ae,fc9f1944-d59d-4a20-bafa-e6fb7b50255a,88,118,25.42
db91e797f2ce030419456e90ab77b012,fc9f1944-d59d-4a20-bafa-e6fb7b50255a,9,30,70.00
fda753c1c37ef32fba0138a4c7bf8b3c,fc9f1944-d59d-4a20-bafa-e6fb7b50255a,17,20,15.00
3f0fce86e571a1275c338749fb1bd5b9,fc9f1944-d59d-4a20-bafa-e6fb7b50255a,28,38,26.32
db91e797f2ce030419456e90ab78f066,fc9f1944-d59d-4a20-bafa-e6fb7b50255a,26,46,43.48
20f4ef36-3dcf-40f9-bfff-cdb235e46426,fc9f1944-d59d-4a20-bafa-e6fb7b50255a,24,30,20.00
23deeab3-72a0-4ab3-a4e3-6b6e8b12aabb,805fbe88-3156-4f27-83e3-254fcfeacbc8,279,390,28.46
a398efbec9a12330f4f48fe6c6515801,fc9f1944-d59d-4a20-bafa-e6fb7b50255a,55,122,54.92
cf0a3d37-eedc-4d28-a1e9-03f0812349f6,cc068999-a1f1-4656-bf21-550d0dd8b194,184,203,9.36
e79053a1-70a1-4f79-8075-2f0960709d40,fc9f1944-d59d-4a20-bafa-e6fb7b50255a,7,24,70.83
fda753c1c37ef32fba0138a4c7bfd63a,fc9f1944-d59d-4a20-bafa-e6fb7b50255a,36,61,40.98
fda753c1c37ef32fba0138a4c7c3d039,fc9f1944-d59d-4a20-bafa-e6fb7b50255a,71,116,38.79
bece3044-d558-42e8-be6a-fe798eac809c,f97be09e-7f56-4d1a-9b27-040d27cda9d6,192,273,29.67
8ea3d87e-a3a7-4d9b-84ce-ae2da05c4e37,fc9f1944-d59d-4a20-bafa-e6fb7b50255a,6,8,25.00
05a6e9c8-a1e5-4087-81d0-dc8773fd9a53,99f84231-3f10-4333-b4b9-a71fa49305b6,94,136,30.88
fe1de9e0-2a34-44bb-96e0-b1d559d4eb00,3d2d7ee1f34a416f6bc94ada35aa188f,93,378,75.40
326bc7b3-50f5-47d8-abb8-34d3b4b6a5b1,c122ac9a-043a-4f11-a93e-3977c06f830f,75,107,29.91
8ffd9068-f388-42c2-a2df-55dc4dd74293,74a7f78eef4f8baa9de4e11cd23864cc,145,209,30.62
909aa3fe-f1c1-42fa-92c5-d62783aa8469,fc9f1944-d59d-4a20-bafa-e6fb7b50255a,35,45,22.22
3f0fce86e571a1275c338749fb1c2292,fc9f1944-d59d-4a20-bafa-e6fb7b50255a,11,16,31.25
567b7912-4be1-4fea-930e-2f22a46b0566,f97be09e-7f56-4d1a-9b27-040d27cda9d6,193,241,19.92
3f0fce86e571a1275c338749fb1c6688,fc9f1944-d59d-4a20-bafa-e6fb7b50255a,86,113,23.89
4e3fc17e-e4ff-4089-8557-7b085f9b15ba,ca9c87d8-d3b5-4deb-ac44-fa1ca2917171,91,95,4.21
db91e797f2ce030419456e90ab77481b,fc9f1944-d59d-4a20-bafa-e6fb7b50255a,0,1,100.00
db91e797f2ce030419456e90ab77277e,fc9f1944-d59d-4a20-bafa-e6fb7b50255a,49,75,34.67
fe1023c8-9194-4ff1-816b-f158260d48f7,ee0449d5-b897-44d9-b8c0-b88392a01d20,91,159,42.77
34af0a75-fe4a-4860-8065-b960f477dd53,fc9f1944-d59d-4a20-bafa-e6fb7b50255a,13,22,40.91
0b39d72a-1750-436b-a00c-26671869a6ee,a1c0a342-35c2-49d8-9342-bfdf6568a3b4,213,232,8.19
7f4ce06e-ba5c-4c59-aa1a-92df3e98a439,fc9f1944-d59d-4a20-bafa-e6fb7b50255a,10,16,37.50
7de5c82d-cf11-472e-b8a7-7d517d25df82,b68e5635-0aa4-4121-8e43-45fbd4e5646e,79,132,40.15
fda753c1c37ef32fba0138a4c7c3def3,fc9f1944-d59d-4a20-bafa-e6fb7b50255a,3,36,91.67
c8b03250-f50b-4ae1-b1ef-2be43b726e68,36317d63-6fd8-43f5-83ec-5f39ae4f5468,142,210,32.38
fda753c1c37ef32fba0138a4c785ad4a,fc9f1944-d59d-4a20-bafa-e6fb7b50255a,36,71,49.30
1ccfdc1a-8ab9-49c2-82cc-88647811f6f4,fc9f1944-d59d-4a20-bafa-e6fb7b50255a,47,56,16.07
6739d693-a43b-410f-bd24-d34eb36ac42c,6a784fc0-b465-48f0-a137-baa729109fc2,137,185,25.95
fda753c1c37ef32fba0138a4c7bfe88d,fc9f1944-d59d-4a20-bafa-e6fb7b50255a,0,1,100.00
3f0fce86e571a1275c338749fb1bc987,fc9f1944-d59d-4a20-bafa-e6fb7b50255a,79,91,13.19
407f204b-4949-45d4-857b-11bfa1862870,9c43a528-625f-4321-ae02-0e442aac1d75,171,285,40.00
6604644f-e8c2-4167-a834-a31210508298,fc9f1944-d59d-4a20-bafa-e6fb7b50255a,14,39,64.10
fda753c1c37ef32fba0138a4c7946a28,fc9f1944-d59d-4a20-bafa-e6fb7b50255a,36,60,40.00
06c3ed64-e6d0-49fb-9c50-e360eb048583,3d2d7ee1f34a416f6bc94ada35a9dd2e,185,417,55.64
0aed8ef0-22d6-4730-8d82-a474c9ed8f29,cd88cc42-df61-4281-b2a7-941da1113a0d,69,71,2.82
db91e797f2ce030419456e90ab791257,fc9f1944-d59d-4a20-bafa-e6fb7b50255a,50,54,7.41
3f0fce86e571a1275c338749fb1d2978,fc9f1944-d59d-4a20-bafa-e6fb7b50255a,7,20,65.00
db91e797f2ce030419456e90ab776f95,fc9f1944-d59d-4a20-bafa-e6fb7b50255a,0,1,100.00
fda753c1c37ef32fba0138a4c7c52c0b,fc9f1944-d59d-4a20-bafa-e6fb7b50255a,37,71,47.89
16721dab-bb85-4643-866d-2b6a9b675b67,a04f4b27-02ff-4139-acf1-12fb1c34139b,208,282,26.24
9080ba42-2c5b-436a-b4ab-5fc1ceac6a89,78a332d4-5e79-4c49-a85b-ffc36765c284,171,215,20.47
612a5582-68d7-44a1-a406-1add657b0895,fc9f1944-d59d-4a20-bafa-e6fb7b50255a,4,5,20.00
db91e797f2ce030419456e90ab79438d,fc9f1944-d59d-4a20-bafa-e6fb7b50255a,32,129,75.19
db91e797f2ce030419456e90ab7b0114,fc9f1944-d59d-4a20-bafa-e6fb7b50255a,61,106,42.45
db91e797f2ce030419456e90ab776d54,fc9f1944-d59d-4a20-bafa-e6fb7b50255a,37,50,26.00
654c6596-7237-4f3c-a1ce-af3f46adb935,791ec23c-adfe-4978-90f1-e9386b359e5b,107,148,27.70
fda753c1c37ef32fba0138a4c7c2e428,fc9f1944-d59d-4a20-bafa-e6fb7b50255a,7,32,78.12
aac1a13d-067a-496d-a343-d63d58025236,8a2879ef-1f62-4879-bb09-a5c03246d9f7,160,190,15.79
88472068-0824-4ec2-a473-a24c90cfb084,c51daee6-0615-4300-b32d-f6a1d6d6b0f7,130,199,34.67
aa3410b4-3327-4fe0-9d61-7a57bd13c3a6,fb29bb8e-df0a-4009-b344-c1eaf1b5507c,120,142,15.49
c8bddef4-d7d5-4896-9e9f-4caf59ed2dd1,c392fbf9-c205-4eeb-9c89-90b29b010c68,173,217,20.28
3f0fce86e571a1275c338749fb1ccd57,fc9f1944-d59d-4a20-bafa-e6fb7b50255a,41,66,37.88
fda753c1c37ef32fba0138a4c7bf5e0d,fc9f1944-d59d-4a20-bafa-e6fb7b50255a,42,102,58.82
fda753c1c37ef32fba0138a4c7bfac6b,fc9f1944-d59d-4a20-bafa-e6fb7b50255a,6,35,82.86
327921c4-1948-4fc2-ac1a-23bbca2de7f2,7c832401-60e5-4f80-860b-e2855635c77d,236,276,14.49
db91e797f2ce030419456e90ab76fe6d,fc9f1944-d59d-4a20-bafa-e6fb7b50255a,15,41,63.41
0662ceec-b0dc-41fe-866e-1d718938b7b7,fc9f1944-d59d-4a20-bafa-e6fb7b50255a,23,30,23.33
56d8c508-e4e7-4b3d-a091-30e5b6a988af,9c43a528-625f-4321-ae02-0e442aac1d75,97,175,44.57
f1ad16ae-7cfc-4187-a5b3-7f2436fb5c2c,6eadba3c-6565-4bb6-bfee-fd8cb0132919,352,506,30.43
43029838-f03a-4f7f-89cf-54650c04e0f5,f15822d2-be5c-4c4a-b1c3-452d86f1148a,323,467,30.84
880fcfd8-50d8-40e8-b5b5-914c92ae1120,fc9f1944-d59d-4a20-bafa-e6fb7b50255a,19,48,60.42
e852a5ed-6293-4785-ade2-df4adad4413e,74a7f78eef4f8baa9de4e11cd204cb50,188,289,34.95
8ed49086-5878-4513-ad15-6b873cfd7dc7,74a7f78eef4f8baa9de4e11cd2a4c032,195,474,58.86
a64cdca7-d2b6-4198-907e-888b37b3c3be,294e4887-6fae-4539-8557-675dbe37d31d,97,117,17.09
fda753c1c37ef32fba0138a4c7c38f82,fc9f1944-d59d-4a20-bafa-e6fb7b50255a,40,73,45.21
9d88d8aa-3f2e-4d33-ad1c-1c7a03c8a30e,e44d5a14-9530-4d88-ba44-7a69833e065f,123,152,19.08
001ed12f-13d5-414c-a57d-1406b9c32dde,a04f4b27-02ff-4139-acf1-12fb1c34139b,128,192,33.33
db91e797f2ce030419456e90ab790b7f,fc9f1944-d59d-4a20-bafa-e6fb7b50255a,42,60,30.00
9177187b-1d43-4a7c-97af-419e95d80c80,459e46fd-ad0c-4e39-8e07-4e79b695bde1,138,197,29.95
505a3854-ba88-4e6c-83e0-7cccc570d245,1a8e586e-e57d-4fe7-af3a-5f4867f32794,253,411,38.44
ab9a84aa-611f-4206-9eb4-d7899ce5af48,e89aecfe-7b69-4e27-8f72-aee9dded5b8e,316,370,14.59
0928372f-fcc9-4830-924d-161efde4b71f,74a7f78eef4f8baa9de4e11cd239372e,129,152,15.13
a209b6e8-88a7-44ef-881e-0869583f245f,74a7f78eef4f8baa9de4e11cd237ed40,76,102,25.49
b62995b3-9560-4319-a62d-f73cc27d69b8,74a7f78eef4f8baa9de4e11cd2a4c032,129,140,7.86
db91e797f2ce030419456e90ab76a382,fc9f1944-d59d-4a20-bafa-e6fb7b50255a,3,17,82.35
501a8c7c-a84d-4afd-a6bb-3b08cc64fbe9,fc9f1944-d59d-4a20-bafa-e6fb7b50255a,11,31,64.52
0c86826b-5923-4de3-8573-ee29e09bdf3b,866abdbd-af92-4051-9002-9c6236568a3a,55,69,20.29
381faee9-2fe0-49e8-8ebb-0d79dddb6bab,990c2b8c-75af-4db5-a7e5-ae629024a0b7,141,179,21.23
1c2246ca-2e74-4e13-805a-96568c56cf18,0696f459-9ea1-4a7f-9e12-fd81fe23ba33,183,206,11.17
a04ae2cc-b4c0-4084-99c2-458012c05608,fc9f1944-d59d-4a20-bafa-e6fb7b50255a,10,13,23.08
fda753c1c37ef32fba0138a4c7c22d1e,fc9f1944-d59d-4a20-bafa-e6fb7b50255a,27,45,40.00
d48a43cf-fd1c-49da-8061-fe48e80c9c62,17b84169-279f-4892-a07e-04a2c79d7b72,154,179,13.97
fda753c1c37ef32fba0138a4c78591d0,fc9f1944-d59d-4a20-bafa-e6fb7b50255a,22,46,52.17
fda753c1c37ef32fba0138a4c7bf92bf,fc9f1944-d59d-4a20-bafa-e6fb7b50255a,53,56,5.36
fda753c1c37ef32fba0138a4c7c4b75c,fc9f1944-d59d-4a20-bafa-e6fb7b50255a,12,15,20.00
16259fcc-d057-4874-8638-2f89d3ff2f20,805fbe88-3156-4f27-83e3-254fcfeacbc8,223,358,37.71
5b0f5b8d-b6c4-4f59-90c9-4b09140ced96,c23eb5a9-5b47-4b7c-bf11-b722b3708cfa,154,188,18.09
320b52f8-7bd3-46af-a3e4-24c040be4612,070d5c5a-947a-42df-b394-cab33acacc16,203,246,17.48
18ed5238-bd47-48aa-b541-8420ba7bf548,24d2e74c-8310-4cf1-a08a-7e277bd283ab,158,178,11.24
fda753c1c37ef32fba0138a4c7c0b7f7,fc9f1944-d59d-4a20-bafa-e6fb7b50255a,3,6,50.00
2f4520b0-071c-49a4-a459-a8260086ae12,117ea7d3-e7f6-4f48-8deb-be3734ad57f8,109,146,25.34
3f0fce86e571a1275c338749fb1be2b3,fc9f1944-d59d-4a20-bafa-e6fb7b50255a,34,48,29.17
fda753c1c37ef32fba0138a4c7c07856,fc9f1944-d59d-4a20-bafa-e6fb7b50255a,21,39,46.15
96791a27-f657-4daa-b8ec-d4fc24bf2e49,79786482-57c5-4ba1-af66-79a1c1886be4,284,367,22.62
cfd40615-aea3-4663-84bb-71779218165e,8d756d0d-2cfd-4ab3-835e-d46da93868ec,124,190,34.74
1913dc08-58ca-4077-938c-8f75084d3bee,b4a8316e-2026-48bf-b796-b23c3b6d1fbb,188,305,38.36
62e87002-5fdc-41ae-b474-62baa9265e89,97098475271077c8491974685dd16d46,134,148,9.46
ef1c8f58-19c5-42c9-a8f1-9f7100a536e4,fc9f1944-d59d-4a20-bafa-e6fb7b50255a,16,37,56.76
26ef4c63-e601-4678-8d2d-ffd890d3f72e,b4db1873-7a84-49d8-a630-4438b4590438,219,265,17.36
db91e797f2ce030419456e90ab76e636,fc9f1944-d59d-4a20-bafa-e6fb7b50255a,5,6,16.67
db91e797f2ce030419456e90ab7adc01,fc9f1944-d59d-4a20-bafa-e6fb7b50255a,20,39,48.72
dd6aaf62-7f95-47a7-a446-204766177396,147b8c5f-8b84-49f2-b61f-cc9477836034,148,188,21.28
de636a1f-20cb-4ef7-9c9d-40b3676898db,0d667e8a-d7f8-4cb3-a15c-3dbd684f15ea,94,128,26.56
fda753c1c37ef32fba0138a4c7c4f858,fc9f1944-d59d-4a20-bafa-e6fb7b50255a,72,91,20.88
a398efbec9a12330f4f48fe6c6556c46,fc9f1944-d59d-4a20-bafa-e6fb7b50255a,36,40,10.00
bc915e83-8c6a-4c05-91e2-e7fe2f898e63,1e59bc0a-4190-4486-969b-e59ef4886c17,91,128,28.91
0dec2a54-4aa0-4a5e-96e6-48f95396bbc4,3e6b4c97-54ac-4d60-b403-364260b39de3,126,218,42.20
c0aade38-ea8b-48db-8859-0ce375a8fc49,fc9f1944-d59d-4a20-bafa-e6fb7b50255a,26,40,35.00
d98ac074-6601-4e35-bf98-157844325c73,8dcbd2d8-42b2-4117-9c87-f54dfeb19d77,200,307,34.85
a1376d9f-65f7-4b39-a0dc-781a18583fcb,cb21e9e0-660a-4eab-95d6-80559e149cfc,242,350,30.86
c26b758e-e16c-4136-8e93-29e842e6e2a2,fc9f1944-d59d-4a20-bafa-e6fb7b50255a,0,1,100.00
ee45b8e2-14e2-4b43-917f-aab07464fa01,9c43a528-625f-4321-ae02-0e442aac1d75,145,246,41.06
fda753c1c37ef32fba0138a4c7c1224b,fc9f1944-d59d-4a20-bafa-e6fb7b50255a,86,136,36.76
0c59b87924cdfe2ddf49a7ced21c6e3a,fc9f1944-d59d-4a20-bafa-e6fb7b50255a,15,18,16.67
aecd6881-9420-42e2-a937-4111e2d41307,74a7f78eef4f8baa9de4e11cd265e5f5,148,265,44.15
d03c0a11-c055-4697-b917-9197579c9b29,fc9f1944-d59d-4a20-bafa-e6fb7b50255a,36,51,29.41
b91b1d05-9900-4ed5-9678-c03311b3d9e9,74a7f78eef4f8baa9de4e11cd238fa7e,201,210,4.29
db91e797f2ce030419456e90ab7ad878,fc9f1944-d59d-4a20-bafa-e6fb7b50255a,18,50,64.00
41261cf1-b7e5-4b4e-99d5-2eb7c0ea16bc,b39cc2a8-5dd5-4cd4-86da-3a7eb1a3b811,177,263,32.70
212e579c-5b08-41e6-abb1-24ff1451c324,d97dda92-2aa7-4df8-b1bf-aa8034ddfa56,18,43,58.14
cb945f25-7db0-45e3-976e-3a7c52cd047e,74a7f78eef4f8baa9de4e11cd2a4c032,91,135,32.59
8fcecf5b-7a40-441c-8771-894691e10a84,be09e4b9-d6fc-4ca0-ac3e-8cfc16bf4515,55,99,44.44
0328849a-de10-4a71-8813-39e1cb23930b,fc9f1944-d59d-4a20-bafa-e6fb7b50255a,44,53,16.98
db91e797f2ce030419456e90ab7a6b5c,fc9f1944-d59d-4a20-bafa-e6fb7b50255a,29,53,45.28
c797d5af-2d1a-4502-9a21-5fff005cd4fb,fc9f1944-d59d-4a20-bafa-e6fb7b50255a,5,17,70.59
5d67012f-feb5-4298-89b5-f4999e0b44fb,fc9f1944-d59d-4a20-bafa-e6fb7b50255a,6,9,33.33
a398efbec9a12330f4f48fe6c65463b4,fc9f1944-d59d-4a20-bafa-e6fb7b50255a,23,30,23.33
08050393-2ece-4392-abf8-aee01d3b3934,fc9f1944-d59d-4a20-bafa-e6fb7b50255a,9,30,70.00
b781d9d6-476e-4b42-9fb5-123675081472,2795910c-9aba-4a15-9949-cd19be412ecb,96,142,32.39
a1125214-75a0-49f5-80a3-b7f9b204c0eb,74a7f78eef4f8baa9de4e11cd2a4c032,197,437,54.92
fda753c1c37ef32fba0138a4c7c47d2e,fc9f1944-d59d-4a20-bafa-e6fb7b50255a,24,86,72.09
7a85696a-5a3a-4fbe-b541-0361ee658baf,8dcbd2d8-42b2-4117-9c87-f54dfeb19d77,133,224,40.62
8e7fd007-ce60-4725-a149-2c4a1e64bb04,2b5b2dca-0524-4a30-9c74-6a1bbdbd9a58,138,238,42.02
fda753c1c37ef32fba0138a4c7c41d22,fc9f1944-d59d-4a20-bafa-e6fb7b50255a,6,10,40.00
840b2728-463b-4ff0-983e-f0d24af1d87e,74a7f78eef4f8baa9de4e11cd2a4c032,281,412,31.80
